ID,Name,Watched,Rating
82,A Boring World Where the Concept of Dirty Jokes Doesn`t Exist,no,0
83,A Boy and His Mistress! Hikaru and Ayana`s Secret Collection,no,0
84,A Branch of a Pine Is Tied Up,no,0
85,A Bridge to the Starry Skies,no,0
86,A Centaur`s Life,no,0
87,A Certain Magical Index,no,0
88,A Certain Magical Index II,no,0
89,A Certain Magical Index III,no,0
90,A Certain Magical Index the Movie: The Miracle of Endymion,no,0
91,A Certain Magical Index: The Miracle of Endymion,no,0
92,A Certain Scientific Accelerator,no,0
93,A Certain Scientific Railgun,no,0
94,A Certain Scientific Railgun 3,no,0
95,A Certain Scientific Railgun OVA,no,0
96,A Certain Scientific Railgun S,no,0
97,A Certain Scientific Railgun S OVA,no,0
98,A Certain Scientific Railgun T,no,0
99,A Certain Scientific Railgun: Being a Photo Shoot Model Under the Blazing Sun Isn`t Easy,no,0
100,A cheeky angel,no,0
101,A Child`s Metaphysics,no,0
102,A Child`s Time,no,0
103,A Chinese Ghost Story,no,0
104,A Chinese Ghost Story: The Tsui Hark Animation,no,0
105,A Christmas Carol,no,0
106,A Clerk in Charge,no,0
107,A Connectiv System,no,0
108,A Corpse Is Buried Under Sakurako`s Feet,no,0
109,A Dark Rabbit has Seven Lives,no,0
110,A Day After a Hundred Years,no,0
111,A day of Chameko,no,0
112,A Deer of Nine Colors,no,0
113,A Destructive God Sits Next to Me,no,0
114,A Direction of the Day After Tomorrow,no,0
115,A Dog of Flanders,no,0
116,A Dog of Flanders: My Friend Patrasche,no,0
117,A Dog of Flanders: My Patrasche,no,0
118,A Donkey Got a Bit Sulky,no,0
119,A Drifting Life,no,0
120,A Flying City Plan,no,0
121,A Forbidden Time,no,0
122,A Full Throttle,no,0
123,A Girl at Dojo Temple,no,0
124,A Girl in a Lower Grade,no,0
125,A Good Librarian Like a Good Shepherd,no,0
126,A Grandma`s Goldfish,no,0
127,A Great Super Shot Boy,no,0
128,A Heat for All Seasons,no,0
129,A Hundred Percents,no,0
130,A Jewish Girl in Shanghai,no,0
131,A Journey Through Fairyland,no,0
132,A Karate-Crazy Life,no,0
133,A Kiss for the Petals,no,0
134,A Kite,no,0
135,A Komaneko Christmas: The Lost Present,no,0
136,A Letter to Momo,no,0
137,A Linchpin,no,0
138,A Literary Girl,no,0
139,A Little Princess Sara,no,0
140,A Little Snow Fairy Sugar,no,0
141,A Little Snow Fairy Sugar Special,no,0
142,A Little Talent,no,0
143,A Lot of Pine Wood,no,0
144,A Lull in the Sea,no,0
145,A Penguin`s Memories: A Tale of Happiness,no,0
146,A Penguin`s Troubles,no,0
147,A Penguin`s Troubles Max,no,0
148,A Place Further Than the Universe,no,0
149,A Portrait of Jianghu: Mourning Toast,no,0
150,A Portrait of Jianghu: Spirit Master,no,0
151,A School Where Love Is Unnecessary,no,0
152,A Sea Turtle and a Boy,no,0
153,A Ship of Oranges,no,0
154,A Silent Voice,no,0
155,A Silent Voice: The Movie,no,0
156,A Sister`s All You Need.,no,0
157,A Starry Tale,no,0
158,A Story in Summertime,no,0
159,A Story of How a Russian Girl Suddenly Became a Part of My Back-Country Household and How Lots of Sex Ensued,no,0
160,A Story of Tobacco,no,0
161,A Strange Kind of Woman,no,0
162,A Summer Day`s Dream,no,0
163,A Summer Night`s Dream,no,0
164,A Sumo Wrestler`s Tale,no,0
165,A Tail of Two Sisters,no,0
166,A Tale of Seven Cities - the Arctic Front,no,0
167,A Thirty-Year Old`s Health and Physical Education,no,0
168,A Thousand & One Nights,no,0
169,A Thousand and One Nights,no,0
170,A Thousand and One Nights (1998),no,0
171,A Time Slip of 10000 Years: Prime Rose,no,0
172,A Time To Screw,no,0
173,A Town Where You Live,no,0
174,A Town Where You Live: Twilight Crossing,no,0
175,A Travel to the Lost World,no,0
176,A Traveller`s Diary,no,0
177,A Tree in a Sunny Place,no,0
178,A Tree of Palme,no,0
179,A Well-Ordered Restaurant (1991),no,0
180,A Well-Ordered Restaurant (1994),no,0
181,A whistle,no,0
182,A Wind Named Amnesia,no,0
183,A Wind Skimming the River`s Surface,no,0
184,A Wolf in Women`s Clothing,no,0
185,A Wolf Is a Wolf,no,0
186,A-Channel,no,0
187,A-ko the Versus,no,0
188,A.D. Police Files,no,0
189,A.D. Police: To Protect and Serve,no,0
190,A.U.F.L. : au Unlimited Future Laboratory,no,0
191,a`s,no,0
192,A3!,no,0
193,Aachi & Ssipak,no,0
194,Aachi and Ssipak,no,0
195,ab,no,0
196,Abandoned Cat Little Tora,no,0
197,Abenobashi Magical Shopping District,no,0
198,ABJ,no,0
199,Abnormal Physiology Seminar,no,0
200,Abnormal Physiology Seminar (TV),no,0
201,Absent Minded Penelope,no,0
202,Absent Minded Penelope (2009),no,0
203,Absolute Boy,no,0
204,Absolute Duo,no,0
205,Absolute Justice Love Pheromone,no,0
206,Absolute Whiteness: Magical Girl,no,0
207,Absolutely Invincible Raijin-Oh,no,0
208,Absolutely Lovely Children,no,0
209,AC,no,0
210,Academy of Beautiful Prey,no,0
211,ACCA: 13-Territory Inspection Dept.,no,0
212,ACCA: 13th Territory Inspection Dept.,no,0
213,Accel World,no,0
214,Accelerando ~Whisper of Descending Angels~,no,0
215,Ace Attorney,no,0
216,Ace Attorney 6 Prologue,no,0
217,Ace Attorney S2,no,0
218,Ace Attorney Season 2,no,0
219,Ace Censorate,no,0
220,Ace of Diamond,no,0
221,Ace of Diamond (2014),no,0
222,Ace of Diamond: Second Season,no,0
223,Ace of the Diamond,no,0
224,Ace of the Diamond Act II,no,0
225,Ace of the Diamond: Act II,no,0
226,Action Heroine Cheer Fruits,no,0
227,Action Series Puppets: New Three Musketeers,no,0
228,Active Raid: Special Public Security Fifth Division Third Mobile Assault Eighth Unit,no,0
229,Active Raid: Special Public Security Fifth Division Third Mobile Assault Eighth Unit - Second,no,0
230,Actors: Songs Connection,no,0
231,Actually,no,0
232,Acupuncture and the Detention Room,no,0
233,AD.Police - The Mad Criminal Investigation File,no,0
234,Adachi and Shimamura,no,0
235,Addicted to Gangbang: Nowhere to Run! All 1428 Students Have Sex with Sayaka,no,0
236,Adeus Legend OVA II,no,0
237,Adieu 999,no,0
238,Adieu Galaxy Express 999,no,0
239,Adieu,no,0
240,Adorable Food Goddess,no,0
241,Adrift in the Pacific,no,0
242,Advancer Tina,no,0
243,Advancing Giants,no,0
244,Adventure Boy Shadar,no,0
245,Adventure Duo,no,0
246,Adventure Kid,no,0
247,Adventure King Beet,no,0
248,Adventure King Beet Exelion,no,0
249,Adventure of Haedol,no,0
250,Adventure Without a Map,no,0
251,Adventure! Iczer-3,no,0
252,Adventures of Goku,no,0
253,Adventures of Kotetsu,no,0
254,Adventures of Little El Cid,no,0
255,Adventures of Maya the Honeybee,no,0
256,Adventures of Patapata Aircraft,no,0
257,Adventures of Pepero the Andes Boy,no,0
258,Adventures of Peter Pan,no,0
259,Adventures of Pinocchio,no,0
260,Adventures of Puss-in-Boots,no,0
261,Adventures of the Little Koala,no,0
262,Adventures of the Monkey King,no,0
263,Adventures of the Polar Cubs,no,0
264,Adventures of the Young Shadar,no,0
265,Adventures on Rainbow Pond,no,0
266,Adventures With Iczer 3,no,0
267,Aerial Warship Atlantis,no,0
268,Aesop`s Fables,no,0
269,Aesthetica of a Rogue Hero,no,0
270,Africa Salaryman,no,0
271,African Office Worker,no,0
272,Afro Samurai,no,0
273,Afro Samurai Resurrection,no,0
274,Afro Samurai the Movie,no,0
275,After Class Lesson,no,0
276,After Lost,no,0
277,After School Dice Club,no,0
278,After School in the Teachers` Lounge,no,0
279,After School Initiation,no,0
280,After School Mania Club,no,0
281,After School Midnighters,no,0
282,After School NyanNyan,no,0
283,After School: Wet Uniform,no,0
284,After Taken Girl - The violated student council president,no,0
285,After the man in the iron mask! from the Tale of d`Artagnan,no,0
286,After the Rain,no,0
287,After War Gundam X,no,0
288,Afterlost,no,0
289,Afternoon Blush: More than Just Pure Love Mellow,no,0
290,Afterschool Pleiades,no,0
291,Afterschool Romance Club,no,0
292,Agatha Christie`s Great Detectives Poirot and Marple,no,0
293,Age 12,no,0
294,Age of Gunslingers / Project G,no,0
295,Age of Gunslingers / Project G:AGENTS,no,0
296,Age of League,no,0
297,Age of LoL,no,0
298,Age Of The Great Dinosaurs,no,0
299,Agent Aika,no,0
300,Aggretsuko,no,0
301,Aggretsuko (2019),no,0
302,Aggretsuko: We Wish You a Metal Christmas,no,0
303,Agricultural Girls!,no,0
304,Agriculture,no,0
305,Agriculture Angel Baraki,no,0
306,Agriculture Girls!,no,0
307,Ah My Buddha Season 2,no,0
308,Ah My Buddha!!,no,0
309,Ah My Buddha!! (2006),no,0
310,Ah My Goddess! The Movie,no,0
311,Ah! My Buddha,no,0
312,Ah! My Goddess,no,0
313,Ah! My Goddess Everyone`s Wings,no,0
314,Ah! My Goddess: Being Small is Convenient,no,0
315,Ah! My Goddess: Everyone Has Wings,no,0
316,Ah! My Goddess: Fighting Wings,no,0
317,Ah! My Goddess: Flights of Fancy,no,0
318,Ah! My Goddess: The Movie,no,0
319,Ah! My Goddess! (2011),no,0
320,Ahiru no Sora,no,0
321,Aho-Girl,no,0
322,Ahogaru: Clueless Girl,no,0
323,Ai Tenchi Muyo!,no,0
324,Ai Yori Aoshi,no,0
325,Ai Yori Aoshi ~Enishi~,no,0
326,Ai Yori Aoshi: Enishi,no,0
327,Ai-Mai-Mi - Mousou Catastrophie,no,0
328,Ai-Mai-Mi Surgical Friends,no,0
329,Aika R-16 Virgin Mission,no,0
330,Aikatsu!,no,0
331,Aikatsu! 3,no,0
332,Aikatsu! Idol Activities!,no,0
333,Ail Maniax: Indecent Uniform Hunt & Witch Hunt Night,no,0
334,Aim for the Ace!,no,0
335,Aim for the Ace! (1979),no,0
336,Aim for the Ace! 2,no,0
337,Aim for the Ace! Movie,no,0
338,Aim for the Best!,no,0
339,Aim for the top!,no,0
340,Air,no,0
341,Air (Movie),no,0
342,Air Battle Wizard Cadet Instructor,no,0
343,Air Gear,no,0
344,Air Gear: Black Wings and Sleeping Forest - Break on the Sky,no,0
345,Air Man,no,0
346,Air Master,no,0
347,air movie,no,0
348,Air: The Motion Picture,no,0
349,Air: The Movie,no,0
350,airbats,no,0
351,AirMaster,no,0
352,Ajimu Beach Story,no,0
353,Ajin: Demi-Human,no,0
354,Akagi,no,0
355,Akame ga Kill!,no,0
356,Akane Iro ni Somaru Saka,no,0
357,Akashic Records of Bastard Magic Instructor,no,0
358,AKB0048,no,0
359,AKB0048: Next Stage,no,0
360,Aki Sora: In a Dream,no,0
361,Akiba Girls,no,0
362,Akiba`s Trip the Animation,no,0
363,Akibas Trip the Animation,no,0
364,Akihabara Cyber Team,no,0
365,Akihabara Cyber Team 2011,no,0
366,Akikan!,no,0
367,Akikan! (2009),no,0
368,Akiko,no,0
369,Akira,no,0
370,AL,no,0
371,Aladdin and the Magic Lamp,no,0
372,Aladdin and the Wonderful Lamp,no,0
373,Alakazam the Great,no,0
374,Albert and Sydney,no,0
375,Alchemist Grade 3: Magical Pokahn,no,0
376,Alderamin on the Sky,no,0
377,Aldnoah.Zero,no,0
378,Aldnoah.Zero (2015),no,0
379,Alexander Record of War,no,0
380,Alexander`s Campaign,no,0
381,Alexander`s Decision,no,0
382,Alexander`s War Chronicles,no,0
383,Alfred J. Kwak,no,0
384,Alfred Jodocus Kwak,no,0
385,Alibaba and the Forty Theives,no,0
386,Alibaba`s Revenge,no,0
387,Alice,no,0
388,Alice & Zoroku,no,0
389,Alice Academy,no,0
390,Alice and Zoroku,no,0
391,Alice in Borderland,no,0
392,Alice in Heartland,no,0
393,Alice in the Country of Hearts,no,0
394,Alice in Wonderland,no,0
395,Alice or Alice,no,0
396,Alice`s Adventures In Wonderland,no,0
397,Alice`s Detective Agency,no,0
398,Alien Defender Geo-Armor: Kishin Corps,no,0
399,Alien from the Darkness,no,0
400,Alien Nine,no,0
401,Alien X from A Zone,no,0
402,Alita,no,0
403,All Out!!,no,0
404,All Purpose Cultural Cat Girl Nuku Nuku,no,0
405,All Purpose Cultural Cat Girl Nuku Nuku DASH!,no,0
406,Allied Air Force Magical Idols Luminous Witches,no,0
407,Allison & Lillia,no,0
408,Allison and Lillia,no,0
409,Alone Again,no,0
410,Alpenrose of Fire Judy and Randy,no,0
411,Alps Stories: My Annette,no,0
412,ALSFS,no,0
413,Altair: A Record of Battles,no,0
414,Always My Santa!,no,0
415,Always the Sun in My Soul,no,0
416,Amagami SS,no,0
417,Amagami SS +Plus,no,0
418,Amagami SS+,no,0
419,Amagi Brilliant Park,no,0
420,Amanchu!,no,0
421,Amanchu! Advance,no,0
422,Amazing Nurse Nanako,no,0
423,Amazing Nuts! 1,no,0
424,Amazing Nuts! 2,no,0
425,Amazing Nuts! 3,no,0
426,Amazing Nuts! 4,no,0
427,Amazing Sarutobi,no,0
428,Amazing Stranger,no,0
429,Amazing-man: The First Holy Demon War,no,0
430,Ambassador Magma,no,0
431,Ambition of Oda...,no,0
432,Ame-Con!!,no,0
433,AMG,no,0
434,AMG - The Movie,no,0
435,AMG Movie,no,0
436,amg s2,no,0
437,AMG TV 2,no,0
438,amg2,no,0
439,amgtv,no,0
440,amgtv1,no,0
441,amgtv2,no,0
442,Ami`s Journey,no,0
443,Amnesia,no,0
444,Amuri,no,0
445,Amuri in Star Ocean,no,0
446,An Adventure in the Otaku Galaxy,no,0
447,An Apache Baseball Team,no,0
448,An Olympic Fable: Run for Life,no,0
449,Anal Sanctuary,no,0
450,Anal Vampire,no,0
451,Ancien and the Magic Tablet,no,0
452,Ancien and the Magic Tablet: Another Story,no,0
453,Ancient Books of Ys,no,0
454,Ancient Books of Ys II,no,0
455,Ancient Japanese Folktale: Ancient Boy,no,0
456,Ancient Ruler Dinosaur King,no,0
457,And Yet the Town Moves,no,0
458,And You Thought There Are No Girls On the Internet?,no,0
459,And You Thought There Is Never a Girl Online?,no,0
460,And2 Girls,no,0
461,Andersen Stories,no,0
462,Andersen story,no,0
463,Andersen`s Children`s Story: The Mermaid Princess,no,0
464,Anderson Stories,no,0
465,Android Announcer Maico 2010,no,0
466,Android Kikaider - The Animation,no,0
467,AnE,no,0
468,Ange Vierge,no,0
469,Angel,no,0
470,Angel Beats!,no,0
471,Angel Blade,no,0
472,Angel Blade Punish!,no,0
473,Angel Blade Returns,no,0
474,Angel Cloud,no,0
475,Angel Core,no,0
476,Angel Core: Residence of Angels,no,0
477,Angel Fighter,no,0
478,Angel girl Jun,no,0
479,Angel Legend,no,0
480,Angel Links,no,0
481,Angel of Darkness,no,0
482,Angel Sanctuary,no,0
483,Angel Tails,no,0
484,Angel Tales,no,0
485,Angel Tales 2,no,0
486,Angel Tales OVA,no,0
487,Angel`s 3Piece!,no,0
488,Angel`s Drop,no,0
489,Angel`s Egg,no,0
490,Angel`s Tail,no,0
491,Angel`s Tail 2,no,0
492,Angelic Layer,no,0
493,Angelic White Magical Girls,no,0
494,Angelique: From the Sanctuary with Love,no,0
495,Angelique: White Wing Memoirs,no,0
496,Angelium,no,0
497,Angels in the Court,no,0
498,Angels in the Court 2,no,0
499,Angels of Death,no,0
500,Angels Return to the Court,no,0
501,Angie Girl,no,0
502,Angolmois: Record of Mongol Invasion,no,0
503,Anima Yell!,no,0
504,Animal Alley,no,0
505,Animal Crossing,no,0
506,Animal Detectives Kiruminzoo,no,0
507,Animal Lane,no,0
508,Animal Olympic Games,no,0
509,Animal Treasure Island,no,0
510,Animal Village Stories,no,0
511,Animated Aesop`s Fables,no,0
512,Animated Call of the Wild,no,0
513,Animated Children`s Stories of the World,no,0
514,Animated Classics of Japanese Literature,no,0
515,Animated Japanese Picture Scrolls,no,0
516,"Animated Revue ""Spring""",no,0
517,Animated Tamagotchi Found on Television!,no,0
518,Animated Three Musketeers,no,0
519,Animation of World Folklore,no,0
520,Animation Runner Kuromi,no,0
521,Animation Runner Kuromi 2,no,0
522,Animation Store Manager,no,0
523,Animation x Paralympic,no,0
524,Anime de Training! Ex,no,0
525,Anime de Training! XX,no,0
526,Anime Shout of the Wilderness,no,0
527,Anime x Paralympic,no,0
528,Anime-Gataris,no,0
529,Anitore! EX,no,0
530,Anju and Zushiomaru,no,0
531,Anna (Kidnapper),no,0
532,Anne of Green Gables,no,0
533,Anne of Green Gables: Road to Green Gables,no,0
534,Anne-Happy,no,0
535,Ano Hana,no,0
536,Anohana Movie,no,0
537,Anohana: The Flower We Saw That Day,no,0
538,AnoHana: The Flower We Saw That Day: The Movie,no,0
539,Anonymous Noise,no,0
540,Another,no,0
541,Another Lady Innocent,no,0
542,Another man`s wife,no,0
543,Another The Other -Karma-,no,0
544,AnR,no,0
545,Anthology With Cranes,no,0
546,Anthropo-Cynical Farce,no,0
547,Anti-Demon Hunters,no,0
548,Anti-Demon Ninja Asagi,no,0
549,Anti-Magic Academy: The 35th Test Platoon,no,0
550,Antimagic Academy 35th Test Platoon,no,0
551,Antique Bakery,no,0
552,Anyone You Can Do... I Can Do Better!,no,0
553,Ao-chan Can`t Study,no,0
554,aod,no,0
555,Aoharu x Machinegun,no,0
556,Aoi & Mutsuki: A Pair of Queens,no,0
557,Aoi Sekai no Chushin de,no,0
558,Aokana: Four Rhythm Across the Blue,no,0
559,Aooni the Animation,no,0
560,Aooni the Blue Monster: The Animation,no,0
561,AoT,no,0
562,AoT2,no,0
563,AoT3,no,0
564,Ape Escape,no,0
565,Ape Escape Movie,no,0
566,Ape Escape: Let Me Get You,no,0
567,Apocalypse Meow,no,0
568,Apocalypse of Devilman,no,0
569,Apocalypse Zero,no,0
570,Appleland Story,no,0
571,Appleseed,no,0
572,Appleseed Alpha,no,0
573,Appleseed XIII,no,0
574,Appleseed XIII: Tartaros & Ouranos,no,0
575,Appleseed: Ex Machina,no,0
576,appleseed2,no,0
577,Aqua Age,no,0
578,Aquarian Age: Sign for Evolution,no,0
579,Aquarian Age: The Movie,no,0
580,Aquarion,no,0
581,Aquarion Evol,no,0
582,Aquarion Logos,no,0
583,Aquarion OVA,no,0
584,Aquarion the Movie,no,0
585,Aquatic,no,0
586,Aquatic Language,no,0
587,ar tonelico,no,0
588,Ar tonelico: The Girl Who Sings at the End of the World,no,0
589,Arabian Nights: Sinbad the Sailor,no,0
590,Arabian Nights: Sinbad`s Adventures,no,0
591,Aragne: Sign of Vermillion,no,0
592,Araiso Private High School Student Council Executive Committee,no,0
593,Arakawa Under the Bridge,no,0
594,Arakawa Under the Bridge x Bridge,no,0
595,Arata: The Legend,no,0
596,Arcadia of My Youth,no,0
597,Arcadia of My Youth: Infinite Course SSX,no,0
598,Archenemy and Hero,no,0
599,Archer without a Bow,no,0
600,Are You Lost?,no,0
601,Are You Really the Only One Who Likes Me,no,0
602,Area 88 OVA,no,0
603,Area 88 TV,no,0
604,Arei`s Mirror,no,0
605,Argentosoma,no,0
606,Argevollen,no,0
607,Ari Doll,no,0
608,Aria the Animation,no,0
609,Aria the Avvenire,no,0
610,Aria the Natural,no,0
611,Aria the Origination,no,0
612,Aria the OVA: Arietta,no,0
613,Aria the Scarlet Ammo,no,0
614,Aria the Scarlet Ammo AA,no,0
615,Arichan the Ant,no,0
616,Arifureta: From Commonplace to World`s Strongest,no,0
617,Arifureta: From Commonplace to World`s Strongest 2,no,0
618,Arisa,no,0
619,Arjuna,no,0
620,ark,no,0
621,Ark IX,no,0
622,Ark Nine,no,0
623,Ark of Awakening,no,0
624,arknine,no,0
625,Armada of Glass,no,0
626,Armed Girl`s Machiavellism,no,0
627,Armed Girl`s Machiavellism: Badump! A Pleasure Trip with all the Five Swords,no,0
628,Armed Librarians,no,0
629,Armed Librarians: Book of Bantorra,no,0
630,Armies of the World,no,0
631,Armitage,no,0
632,Armitage III,no,0
633,Armitage III: Dual Matrix,no,0
634,Armitage III: Poly Matrix,no,0
635,Armor Hunter Mellowlink,no,0
636,Armor Legend Samurai Troopers,no,0
637,Armor Shop for Ladies and Gentlemen,no,0
638,Armor Soldier Merrowlink,no,0
639,Armored Angels,no,0
640,Armored Angels - Moon Angel,no,0
641,Armored Dragon Legend Villgust,no,0
642,Armored Fleet Dairugger XV,no,0
643,Armored Genesis Mospeada,no,0
644,Armored Girls,no,0
645,Armored Knight Iris,no,0
646,Armored Police Metal Jack,no,0
647,Armored Rescue Team Restol,no,0
648,Armored Squadron Dairugger XV,no,0
649,Armored Trooper Dorvack,no,0
650,Armored Trooper Votoms,no,0
651,Armored Trooper Votoms Case;Irvine,no,0
652,Armored Trooper Votoms: Alone Again,no,0
653,Armored Trooper Votoms: Big Battle,no,0
654,Armored Trooper Votoms: Chirico`s Return,no,0
655,Armored Trooper Votoms: Pailsen Files,no,0
656,Armored Trooper Votoms: Pailsen Files - The Movie,no,0
657,Armored Trooper Votoms: Phantom Arc,no,0
658,Armored Trooper Votoms: Roots of Ambition,no,0
659,Armored Trooper Votoms: Shining Heresy,no,0
660,Armored Trooper Votoms: The Brilliant Heretic,no,0
661,Armored Trooper Votoms: The Defrost,no,0
662,Armored Trooper Votoms: The Last Red Shoulder,no,0
663,Armored Troopers J-Phoenix PF Lips Team,no,0
664,Arms Alchemy,no,0
665,Around the World in Eighty Days,no,0
666,Around the World with Willy Fog,no,0
667,ARP Backstage Pass,no,0
668,Arpeggio of Blue Steel,no,0
669,Arrow Emblem: Hawk of the Grand Prix,no,0
670,Art of Fighting,no,0
671,Artificial Girl: Transforming Sex Android,no,0
672,Artificial Humanoid Kikaider,no,0
673,Artificial Insect Kabutoborg,no,0
674,Arusu2,no,0
675,AS,no,0
676,As Long as There`s Love,no,0
677,As Miss Beelzebub Likes.,no,0
678,As the Moon,no,0
679,Asataro the Onion Samurai,no,0
680,Ascendance of a Bookworm,no,0
681,Ascendance of a Bookworm (2020),no,0
682,Ascendance of a Bookworm OVA,no,0
683,Ascendance of a Bookworm: I`ll Do Anything to Become a Librarian!,no,0
684,Asgaldh: The Distortion Testament,no,0
685,Asience: Hairy Tale,no,0
686,Ask Dr. Rin,no,0
687,Asobi Asobase: Cosplay Convention / To My Future Self...,no,0
688,Asobi Asobase: Workshop of Fun,no,0
689,Asobi ni Ikuyo: Bombshells from the Sky,no,0
690,ass class,no,0
691,ass class 2,no,0
692,Assassination Classroom,no,0
693,Assassination Classroom (2013),no,0
694,Assassination Classroom (2015),no,0
695,Assassination Classroom 2,no,0
696,Assassination Classroom Jump Festa 2013 Special,no,0
697,Assassination Classroom Jump Super Anime Tour 2013 Special,no,0
698,Assassination Classroom the Movie 365 Days,no,0
699,Assassination Classroom: Final Season,no,0
700,Assassination Classroom: Second Season,no,0
701,Assassins Pride,no,0
702,Assemble Insert,no,0
703,Association Robot Goku,no,0
704,Astarotte Toy,no,0
705,Astarotte`s Toy,no,0
706,Asteroid in Love,no,0
707,Asteroid Mask,no,0
708,Astonishing Human Batseelor,no,0
709,Astonishment man Batsealer,no,0
710,Astra Lost in Space,no,0
711,Astro Boy,no,0
712,Astro Boy (1980),no,0
713,Astro Boy (2003),no,0
714,Astro Boy: Shinsengumi,no,0
715,Astro Boy: THE BRAVE IN SPACE,no,0
716,Astro Fighter Sunred,no,0
717,Astro Fighter Sunred 2,no,0
718,Astro Ganga,no,0
719,Astro Plan,no,0
720,Astroboy,no,0
721,Asura Cryin` 1,no,0
722,Asura2,no,0
723,Asylum Session,no,0
724,at,no,0
725,At Last! Turtle Detective Agency,no,0
726,At the Border Checkpoint,no,0
727,At the Circus,no,0
728,At The Mercy of The Sky,no,0
729,at2,no,0
730,Atagoal is Cat`s Forest,no,0
731,Atashinchi Movie,no,0
732,Atelier Escha & Logy - Alchemists of the Dusk Sky,no,0
733,Atlantis the Aerial Warship,no,0
734,Atmosphere Man,no,0
735,Atom: The Beginning,no,0
736,Attack # 1,no,0
737,Attack #1,no,0
738,Attack No. 1,no,0
739,Attack No.1,no,0
740,Attack Number 1,no,0
741,Attack Number One,no,0
742,Attack on Titan,no,0
743,Attack on Titan - The Movie,no,0
744,Attack on Titan (2017),no,0
745,Attack on Titan 2,no,0
746,Attack on Titan OAD,no,0
747,Attack on Titan Season 2,no,0
748,Attack on Titan Season 3,no,0
749,Attack on Titan Season 3 (2019),no,0
750,Attack on Titan: Junior High,no,0
751,Attack on Titan: The Movie 3 - Roar of Awakening,no,0
752,Attack on Tomorrow,no,0
753,Attraction,no,0
754,Au Fou!,no,0
755,Auction: Beautiful Slave,no,0
756,Audition,no,0
757,Augmented Reality Girls Trinary,no,0
758,Aunt Spoon,no,0
759,Aura,no,0
760,Aura Battler Dunbine,no,0
761,Aura Battler Dunbine - The Tale of Neo Byston Well,no,0
762,Aura: Koga Maryuin`s Last War,no,0
763,Automatic Maiden,no,0
764,Autumn Sky,no,0
765,Avengers Confidential: Black Widow & Punisher,no,0
766,Axis Powers Hetalia,no,0
767,Ayakashi - Samurai Horror Tales,no,0
768,Ayane`s High Kick,no,0
769,Ayu Mayu Theater,no,0
770,Azuki,no,0
771,Azumanga Daioh,no,0
772,Azumanga Daioh - The Very Short Movie,no,0
773,Azumanga Daioh: The Very Short Movie,no,0
